transaction_id,date,merchant,amount,category,accounting_code,accounting_type,tax_deductible,department,extraction_confidence
TXN-03751,2024-09-18,Aws,5000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.8799999999999999
TXN-03752,2024-09-30,Zoom,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,HR,0.95
TXN-03753,2024-09-28,Fedex,45.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Sales,0.8999999999999999
TXN-03754,2025-03-03,Time Warner,100.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Marketing,0.95
TXN-03755,2024-03-07,Deloitte,50000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-03756,2024-06-01,Pwc,20000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-03757,2024-02-10,Slack,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Sales,0.95
TXN-03758,2024-09-07,Ubereats,45.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.95
TXN-03759,2025-01-22,Time Warner,60.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Engineering,0.95
TXN-03760,2024-01-05,Verizon,200.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Engineering,0.8999999999999999
TXN-03761,2024-03-24,Ups,50.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Sales,0.95
TXN-03762,2024-09-30,Google Cloud,1850.0,Software - Cloud,6310,Operating Expense - Technology,Yes,HR,0.95
TXN-03763,2024-06-23,Time Warner,60.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Finance,0.95
TXN-03764,2024-03-27,Dell,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-03765,2024-08-11,Amazon Business,500.0,Office Supplies,6100,Operating Expense - Office,Yes,Finance,0.8999999999999999
TXN-03766,2024-02-20,Xero,400.0,Accounting Software,6720,Operating Expense - Services,Yes,Engineering,0.8799999999999999
TXN-03767,2024-08-16,Ups,120.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.95
TXN-03768,2024-03-21,Xero,400.0,Accounting Software,6720,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-03769,2024-08-07,Amazon Business,250.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.95
TXN-03770,2024-04-03,Google Ads,500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.8999999999999999
TXN-03771,2024-12-26,Chipotle,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-03772,2024-09-27,Microsoft Azure,800.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-03773,2024-04-02,Marriott Hotels,800.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-03774,2024-09-26,Delta Airlines,1400.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-03775,2024-04-03,Microsoft Azure,1500.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-03776,2024-04-15,Office Depot,350.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8799999999999999
TXN-03777,2025-01-22,Staples,50.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.8999999999999999
TXN-03778,2025-01-24,Github,500.0,Software - Development,6360,Operating Expense - Technology,Yes,HR,0.8999999999999999
TXN-03779,2024-03-02,Starbucks,5.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-03780,2024-08-19,Lawdepot,500.0,Legal Services,6710,Operating Expense - Services,Yes,HR,0.95
TXN-03781,2024-02-22,Ikea,100.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.8999999999999999
TXN-03782,2024-09-12,Facebook Ads,4000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.8999999999999999
TXN-03783,2024-10-07,Time Warner,180.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Sales,0.8999999999999999
TXN-03784,2024-02-20,Verizon,350.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Engineering,0.8999999999999999
TXN-03785,2024-08-27,Hubspot,50.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Sales,0.8799999999999999
TXN-03786,2024-05-21,Ubereats,45.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.8999999999999999
TXN-03787,2024-04-22,Linkedin Ads Inc,2500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,HR,0.8999999999999999
TXN-03788,2025-02-22,Google Cloud Inc,1850.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-03789,2025-02-26,Lenovo,2000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8999999999999999
TXN-03790,2024-12-18,Slack,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,HR,0.95
TXN-03791,2024-03-18,Delta Airlines,1400.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-03792,2024-05-23,Ubereats,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.8999999999999999
TXN-03793,2024-05-05,Github,231.0,Software - Development,6360,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-03794,2024-12-19,Lyft,12.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-03795,2025-02-04,Slack,125.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Operations,0.8999999999999999
TXN-03796,2025-03-24,Amazon,99.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8799999999999999
TXN-03797,2024-01-12,Hilton Hotels,220.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-03798,2024-02-02,Comcast,200.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Engineering,0.8999999999999999
TXN-03799,2024-10-25,Office Depot Inc,200.0,Office Supplies,6100,Operating Expense - Office,Yes,Operations,0.95
TXN-03800,2024-03-22,At&T,150.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Finance,0.8999999999999999
TXN-03801,2024-10-22,Ups,50.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.8999999999999999
TXN-03802,2024-11-25,Ikea,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.8999999999999999
TXN-03803,2025-03-09,Mckinsey,30000.0,Professional Services,6700,Operating Expense - Services,Yes,Operations,0.95
TXN-03804,2025-03-16,Mckinsey,60000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.95
TXN-03805,2024-06-10,Ups,25.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.95
TXN-03806,2024-05-16,Airbnb,600.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-03807,2024-01-21,Steelcase,2500.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),HR,0.95
TXN-03808,2025-02-16,Mckinsey,60000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.8999999999999999
TXN-03809,2025-03-24,Deloitte,10000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-03810,2024-08-13,Google Cloud,950.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Engineering,0.8999999999999999
TXN-03811,2025-02-27,Chipotle,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.95
TXN-03812,2024-10-17,Doordash,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-03813,2024-06-03,United Airlines,2500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Marketing,0.93
TXN-03814,2024-08-31,Southwest Airlines,150.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.93
TXN-03815,2025-02-08,Microsoft Azure,300.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.8799999999999999
TXN-03816,2024-03-03,Stripe,100.0,Software - Payments,6350,Operating Expense - Technology,Yes,HR,0.93
TXN-03817,2024-12-22,Herman Miller,1500.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8999999999999999
TXN-03818,2024-10-11,Amazon,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.8999999999999999
TXN-03819,2025-03-05,Amazon,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8999999999999999
TXN-03820,2024-09-26,Datadog,1500.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,HR,0.8999999999999999
TXN-03821,2025-01-19,At&T,300.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Finance,0.95
TXN-03822,2024-12-09,Pwc,40000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-03823,2025-01-06,Microsoft Azure,3000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,HR,0.95
TXN-03824,2025-02-06,Lyft,60.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-03825,2024-11-24,Google Cloud,400.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-03826,2024-03-06,Dell,2500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.8799999999999999
TXN-03827,2024-12-31,Uber,25.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Marketing,0.8999999999999999
TXN-03828,2024-09-18,Google Cloud,950.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-03829,2025-01-22,United Airlines Inc,850.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-03830,2025-03-26,Uber,120.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Marketing,0.8999999999999999
TXN-03831,2024-04-13,Linkedin Ads Inc,2500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Operations,0.8999999999999999
TXN-03832,2024-07-03,Google Ads Inc,500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.8999999999999999
TXN-03833,2024-08-21,Github,231.0,Software - Development,6360,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-03834,2024-02-15,Restaurants.Com,40.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-03835,2024-09-03,Comcast,200.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Sales,0.8999999999999999
TXN-03836,2024-11-27,Steelcase,1000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Finance,0.95
TXN-03837,2024-10-10,Salesforce,1200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-03838,2025-03-09,Marriott Hotels,450.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Operations,0.95
TXN-03839,2024-01-17,Stripe,100.0,Software - Payments,6350,Operating Expense - Technology,Yes,Engineering,0.8999999999999999
TXN-03840,2024-05-01,Chipotle,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.8999999999999999
TXN-03841,2025-03-19,Marriott Hotels,150.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Marketing,0.95
TXN-03842,2024-04-22,Uber,25.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Marketing,0.8999999999999999
TXN-03843,2024-03-30,Dell,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-03844,2024-05-29,Lyft,12.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Marketing,0.95
TXN-03845,2024-12-20,Datadog,3000.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Engineering,0.95
TXN-03846,2024-02-08,Lawdepot,2500.0,Legal Services,6710,Operating Expense - Services,Yes,Marketing,0.8999999999999999
TXN-03847,2024-10-26,Ikea,100.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.95
TXN-03848,2024-01-17,Lawdepot,2500.0,Legal Services,6710,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-03849,2024-03-26,Apple,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.95
TXN-03850,2024-01-24,Grubhub,50.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.8999999999999999
TXN-03851,2025-02-09,Apple,799.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.8999999999999999
TXN-03852,2024-10-09,Time Warner,180.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,HR,0.95
TXN-03853,2025-02-17,Aws,10000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.95
TXN-03854,2024-02-17,Deloitte,50000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.95
TXN-03855,2024-10-07,Apple Inc,1999.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.8799999999999999
TXN-03856,2025-01-03,American Airlines,300.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.95
TXN-03857,2024-04-01,Chipotle,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.8999999999999999
TXN-03858,2024-04-13,Datadog,400.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Engineering,0.8999999999999999
TXN-03859,2024-07-04,Microsoft Azure,3000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Sales,0.95
TXN-03860,2024-09-07,Airbnb,300.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-03861,2024-07-01,Ikea,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-03862,2024-09-29,Comcast,120.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Sales,0.95
TXN-03863,2024-01-21,Github,231.0,Software - Development,6360,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-03864,2025-03-05,Best Buy,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-03865,2024-07-08,Marriott Hotels,150.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-03866,2024-10-06,Accenture,3000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-03867,2024-02-04,Accenture,3000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-03868,2024-08-30,Herman Miller,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.8799999999999999
TXN-03869,2024-12-14,Linkedin Ads,5000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,HR,0.8999999999999999
TXN-03870,2024-12-26,Github,21.0,Software - Development,6360,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-03871,2024-11-16,Accenture,3000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-03872,2024-12-18,Fedex,300.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.95
TXN-03873,2024-03-18,Deloitte,25000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-03874,2024-09-06,Linkedin Ads,1000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Sales,0.95
TXN-03875,2024-02-12,Grubhub Inc,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-03876,2024-10-01,Google Cloud,1850.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Sales,0.8799999999999999
TXN-03877,2024-07-17,Starbucks,7.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-03878,2024-07-05,Delta Airlines,900.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Marketing,0.95
TXN-03879,2024-01-01,Lenovo,2000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-03880,2025-03-15,American Airlines,300.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.95
TXN-03881,2024-09-12,Slack,99.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Marketing,0.8999999999999999
TXN-03882,2025-02-22,Fedex,300.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.95
TXN-03883,2024-11-21,Amazon,2499.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-03884,2024-05-27,Starbucks Inc,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.8999999999999999
TXN-03885,2025-02-17,Marriott Hotels,250.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Marketing,0.95
TXN-03886,2024-06-20,Office Depot Inc,200.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-03887,2024-12-10,Slack,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Sales,0.95
TXN-03888,2025-02-28,Zoom,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-03889,2025-01-30,Uber,65.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Operations,0.95
TXN-03890,2024-04-21,Stripe,100.0,Software - Payments,6350,Operating Expense - Technology,Yes,HR,0.95
TXN-03891,2024-04-17,Zoom,200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-03892,2024-04-28,Fedex Inc,45.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.95
TXN-03893,2025-01-10,Zoom,599.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-03894,2025-02-02,Comcast,200.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Engineering,0.8999999999999999
TXN-03895,2024-04-18,Amazon,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-03896,2024-12-10,Office Depot,75.0,Office Supplies,6100,Operating Expense - Office,Yes,Operations,0.8999999999999999
TXN-03897,2024-09-16,Lenovo,1000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.95
TXN-03898,2024-07-31,Uber,65.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Finance,0.95
TXN-03899,2024-02-28,Lenovo,2000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Finance,0.8999999999999999
TXN-03900,2025-03-08,Steelcase,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8999999999999999
TXN-03901,2024-09-03,Marriott Hotels,150.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Marketing,0.93
TXN-03902,2025-03-23,Starbucks,5.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-03903,2025-01-23,Verizon,200.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Sales,0.8999999999999999
TXN-03904,2024-12-06,Office Depot,200.0,Office Supplies,6100,Operating Expense - Office,Yes,HR,0.95
TXN-03905,2024-12-26,Github,21.0,Software - Development,6360,Operating Expense - Technology,Yes,Sales,0.95
TXN-03906,2024-09-12,Lenovo,2000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-03907,2024-05-17,Ubereats,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.8999999999999999
TXN-03908,2024-08-05,Amazon,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.95
TXN-03909,2024-07-11,United Airlines,2500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.95
TXN-03910,2024-05-21,Marriott Hotels,250.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Marketing,0.8999999999999999
TXN-03911,2024-08-21,Linkedin Ads,400.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,HR,0.8999999999999999
TXN-03912,2024-05-19,Facebook Ads,4000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Sales,0.95
TXN-03913,2024-07-08,Hilton Hotels,220.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-03914,2024-05-12,Airbnb,150.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-03915,2024-03-25,Dhl,150.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Operations,0.8999999999999999
TXN-03916,2024-10-08,Ikea,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8799999999999999
TXN-03917,2024-04-17,Ikea,600.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Finance,0.8999999999999999
TXN-03918,2025-01-27,Dhl,150.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Operations,0.8999999999999999
TXN-03919,2024-01-12,Dhl,150.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.8999999999999999
TXN-03920,2024-11-08,Steelcase,1000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.8799999999999999
TXN-03921,2024-03-06,Lenovo,1000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.8999999999999999
TXN-03922,2024-05-19,Google Ads,1000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Marketing,0.8999999999999999
TXN-03923,2024-08-11,Ups,350.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Sales,0.95
TXN-03924,2024-03-26,Lawdepot,200.0,Legal Services,6710,Operating Expense - Services,Yes,Marketing,0.95
TXN-03925,2024-10-27,Marriott Hotels,800.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Finance,0.95
TXN-03926,2025-03-19,Aws,5000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,HR,0.95
TXN-03927,2024-01-27,Dhl,30.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.8999999999999999
TXN-03928,2025-01-23,Marriott Hotels,250.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-03929,2024-03-25,Doordash,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8799999999999999
TXN-03930,2024-01-30,Stripe,1250.0,Software - Payments,6350,Operating Expense - Technology,Yes,Sales,0.95
TXN-03931,2024-10-14,Staples,300.0,Office Supplies,6100,Operating Expense - Office,Yes,Sales,0.8999999999999999
TXN-03932,2024-06-09,At&T,300.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Finance,0.95
TXN-03933,2024-12-16,Xero,200.0,Accounting Software,6720,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-03934,2024-06-28,Slack,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Operations,0.95
TXN-03935,2024-03-04,Comcast,200.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-03936,2024-09-28,Ups,25.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.8999999999999999
TXN-03937,2024-11-07,Lyft Inc,12.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Sales,0.95
TXN-03938,2024-01-29,Deloitte,50000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.95
TXN-03939,2024-02-28,Ups,120.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Sales,0.95
TXN-03940,2025-03-22,Accenture,3000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.8799999999999999
TXN-03941,2025-03-03,Grubhub,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.8999999999999999
TXN-03942,2024-01-11,American Airlines,1500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Engineering,0.8999999999999999
TXN-03943,2024-06-16,Verizon,100.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,HR,0.8999999999999999
TXN-03944,2024-05-16,Apple,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.93
TXN-03945,2025-02-04,Lawdepot,1000.0,Legal Services,6710,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-03946,2024-09-13,Salesforce,2500.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-03947,2024-10-10,Lyft,40.0,Travel - Ground,6410,Operating Expense - Travel,Yes,HR,0.95
TXN-03948,2025-01-04,Deloitte,25000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-03949,2024-01-05,Twilio,50.0,Software - Communications,6340,Operating Expense - Technology,Yes,HR,0.95
TXN-03950,2025-03-31,Amazon,2499.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-03951,2024-04-29,Linkedin Ads,5000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,HR,0.93
TXN-03952,2024-12-04,American Airlines,1500.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Marketing,0.8999999999999999
TXN-03953,2024-09-07,Ubereats,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.8999999999999999
TXN-03954,2024-07-27,Hubspot,50.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,HR,0.8799999999999999
TXN-03955,2024-08-25,Lawdepot,200.0,Legal Services,6710,Operating Expense - Services,Yes,Operations,0.95
TXN-03956,2024-10-16,Xero,200.0,Accounting Software,6720,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-03957,2024-05-26,Time Warner,100.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Engineering,0.95
TXN-03958,2024-02-25,Stripe,100.0,Software - Payments,6350,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-03959,2024-09-28,Amazon,599.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.8999999999999999
TXN-03960,2024-01-22,Zoom,100.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Marketing,0.95
TXN-03961,2025-03-18,Quickbooks,120.0,Accounting Software,6720,Operating Expense - Services,Yes,Sales,0.95
TXN-03962,2024-09-16,Xero,99.0,Accounting Software,6720,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-03963,2024-10-03,Dhl,400.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Sales,0.8999999999999999
TXN-03964,2025-03-31,Accenture,7000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.95
TXN-03965,2024-08-27,Ups,120.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.95
TXN-03966,2024-01-17,Amazon Business,500.0,Office Supplies,6100,Operating Expense - Office,Yes,HR,0.8999999999999999
TXN-03967,2025-03-17,Uber,65.0,Travel - Ground,6410,Operating Expense - Travel,Yes,HR,0.95
TXN-03968,2025-03-09,Xero,400.0,Accounting Software,6720,Operating Expense - Services,Yes,Operations,0.8999999999999999
